"id","retweetId","Content","Original_post_content","frame","topic"
"1086272511657033728",1086299825233108992,"@faznet Eine gute Sache, aber deshalb der Schule fernbleiben fördert auch nicht gerade das schulische Klima","Die Jugendlichen schließen sich damit der weltweiten Initiative #FridaysForFuture  und der Schwedin #GretaThunberg an, die seit Monaten jeden Freitag vor dem schwedischen Parlament demonstriert. https://t.co/1EE2TDQW7P https://t.co/RxBGbF2nEN","Motivational","Euphorie"
"1086272511657033728",1.086273077284e+18,"@faznet Ideologischer Missbrauch unmündiger Kinder.","Die Jugendlichen schließen sich damit der weltweiten Initiative #FridaysForFuture  und der Schwedin #GretaThunberg an, die seit Monaten jeden Freitag vor dem schwedischen Parlament demonstriert. https://t.co/1EE2TDQW7P https://t.co/RxBGbF2nEN","Motivational","Euphorie"
"1086272511657033728",1086275010707111936,"@faznet Und danach holen sie sich bei McDonalds und Starbucks haufenweise Einweggeschirr- Food und schmeißen ihre Kippen überall auf den Boden.","Die Jugendlichen schließen sich damit der weltweiten Initiative #FridaysForFuture  und der Schwedin #GretaThunberg an, die seit Monaten jeden Freitag vor dem schwedischen Parlament demonstriert. https://t.co/1EE2TDQW7P https://t.co/RxBGbF2nEN","Motivational","Euphorie"
"1086319016992489472",1086328037610647552,"@ergroovt ..... nicht vergessen: Das ist unsere Zukunft und die suchen und später ein Alterheim aus.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086519237789827072,"@erzhngswndrlnd Ich hoffe, dass anschließend beim Nachholen des Unterrichts wenigstens kontrovers diskutiert wird.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086380846519599104,"@hokowa @ergroovt Es wird enden, wie in dem Klamaukfilm „Idiocracy“
    Der Trailer reicht völlig aus, um zu verstehen, 
    um was es geht
    https://t.co/8c0OuVFcyr","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086370034430214144,"@ergroovt Hinterher waren die bestimmt beim Mac. ;-)","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086394002465869824,"@ergroovt Die Verdummung zu forcieren, das ist der Plan. #FridaysForFuture 
    
    Ich hab da einen Verdacht, wer die Initiatoren sein könnten. Zu perfekt ist der PR-Spin geplant und realisiert: #Opensocietyfoundations #OSF #OSI","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086328111514345472,"@achenbach111 Wäre interessant zu erfahren, ob die kleinen Demonstrant-x*|nnen von #FridaysForFuture mit Muttis Diesel-SUV gebracht und abgeholt wurden. Inkl. einem anschließenden Lunch bei McDonalds.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086499096511348736,"@ergroovt Nicht bös auf die SuS sein, die wären von allein nicht auf diese(!) Idee gekommen ...","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086328263901761536,"@FredStiller5 Rette sich wer kann.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086327184094982144,"@ergroovt Hier waren die Anhänger der skurrilen Schutzheiligen #GretaThunberg auch zugange, die typischen wohlgenährten &amp; -gekleideten Bürgerskindlein, unter wohlwollender Berichterstattung des LokalTV, vulgo ""Rotfunk"". Und natürlich die üblichen Verdächtigen von #Grüne bis #hambibleibt...","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086642809719963648,"@ergroovt Prinzipiell richtig. Allerdings sind die so jung, die haben nie was anderes erlebt als die tägliche linke Gehirnwäsche von allen Seiten. Die hatten kaum Chancen, sich zu entwickeln. Ist wie mit jeder ins Verderben ge- und verführten Jugend.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086366416285171712,"@hecklers_koch @ergroovt Die heutige Jugend ist so dämlich und hat so wenig Wissen im Gehirn, daß die in der Steinzeit ganz gut aufgehoben wären! https://t.co/6xrkyZ4mj8","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086319016992489472",1086599900215894016,"@ergroovt Schule schwänzen und dabei noch das Gefühl vermittelt bekommen, etwas gutes zu tun... Naja, bei den vielen Ausfallstunden kommt es darauf jetzt wahrscheinlich auch nicht mehr an.","Ob Augsburg, Bayreuth, Würzburg, München - ich hab noch nie so einen Haufen junger, pardon my french, denkfauler Idioten gesehen, die in giftgefärbten Primark-Billigst-Plastikklamotten beim #FridaysForFuture gegen den #Klimawandel Schulschwänzen.
    Die Menschen werden immer dümmer. https://t.co/xrR5qfgsmM","Motivational","Euphorie"
"1086597359373598720",1086609298912886784,"@wigansalazar @JoachimStamp Guter Punkt, Joachim und Wigan. Darauf  können dann auch wirklich nur Eltern kommen. Offenbar ist die Schulzeit der übrigen Beobachter und Berichterstatter schon viel zu lange vorbei","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086711105425162240,"@JoachimStamp Demos wären vor allem sinnvoller, wenn vernünftige Alternativen zu den wichtigsten Themen auf dem Tisch liegen würden. Leider Fehlanzeige, stattdessen überall aussteigen und alles verbieten. Bravo!","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086623080791842816,"@JoachimStamp Der Sinn von Streik ist, dass ihn andere spüren. Oder sollen Arbeitnehmer auch nach Feierabend streiken?","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086669815375413248,"@JoachimStamp Es hat mich schon zu meiner Schulzeit gewundert, wenn Schüler „gestreikt“ haben - damals übrigens gegen Castortransporte. Damals gab es unentschuldigte Fehlstunden - zu Recht! #FridaysForFuture","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086835682142756864,"@daniel_dettling @JoachimStamp Die Schule ist aber kein Arbeitgeber, die Schüler in keinem Arbeitsverhältnis, und die Schule ist nicht Adressat des ""Streiks"".
    Und aus den genannten Gründen ist es auch kein Streik, sondern ein Boykott oder Schwänzen o.ä.","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086606280855310336,"@JoachimStamp Zumal es ja noch den Nachmittag gibt...","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086600425728552960,"@JoachimStamp Alles eine Frage der Dringlichkeit und Aussagekraft. In Betrieben wird ja auch erst als letztes Mittel gestreikt","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086622050779910144,"@JoachimStamp Das macht aber so ...viel mehr her <U+0001F61C>kann es schon verstehen das die Kids diesen Zeitpunkt gewählt haben","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086836739996569600,"@CR_Schmid @JoachimStamp @wanner_fabio Nein, denn da hätte ja keiner Bock.","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1086597359373598720",1086601225091670016,"@JoachimStamp @wanner_fabio Würde eine Demo nach Schulschluss die gleiche Berichterstattung und Fokus erhalten?","Ich finde es richtig gut und wichtig, dass sich Schülerinnen und Schüler Gedanken über #Klima und #Weltmeere machen und sich für eine positive Zukunft engagieren und demonstrieren. Aber wären Demos nach Schulschluss nicht glaubwürdiger als „Streik“? #FridaysForFuture","","Legitimation von Demos"
"1088016493567266816",1088108184357797888,"@JoJoRimb @greenpeace_de Es geht ja darum, dass die Schüler leider nicht die Aufmerksamkeit Medialeaufmerksamkeit erhalten, die das ganze benötigt, wenn es am Wochenende oder nach der Schule geschieht...
    Traurig aber wahr.
    Lehrer streiken doch auch nicht nach dem Unterricht!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088026512819916800,"@greenpeace_de Ich denke, dass Schulschwänzen auch so heißen sollte, besonders freitags.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088096231874850816,"@greenpeace_de Das könnte kurzsichtig sein. Bei der nächsten Kommunalwahl sind die Schüler evtl schon Erstwähler...","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088133876025880576,"@greenpeace_de Richtig so, vor den Rechten kommenden die Pflichten und da müssen halt Regeln und Vorschriften eingehalten werden.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088026729908703232,"@karinnoack @greenpeace_de Es gibt kein Streikrecht für Schulpflichtige <U+0001F602>","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088169812302405632,"@FridaysforFutu4 @greenpeace_de @InfoEndCoal https://t.co/rxgFl7YvSx","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088032297083908096,"@greenpeace_de Müssten die Schulen sofort bestreikt werden... komplett und das Rathaus besetzen ...","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088106346795487232,"@SchafDas @greenpeace_de Stimmt, damit haben wir schon 1992 den Klimawandel gestoppt! Äh - Moment... nee. Was hast du denn mit dieser Strategie schon so alles gelöst? Vor allem: welche akute Gefahr?","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088101543709196288,"@greenpeace_de Die Schüler könnten an dem Tag in der Schule in jedem Fach den Bezug zum Klimastreik herstellen. Physik, Chemie, Mathe, Geschichte (Revolutionen), Sozialkunde. Komplett in Beschlag nehmen.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088021490858110976,"@greenpeace_de Offensichtlich wird das Ganze von sehr weit oben gesteuert. Die Industrien der Fossilen Energieerzeugung lassen ihre Lakaien ( Politiker ) diese Entscheidungen treffen. Die Planetenzerstörung und Zukunft der jungen Menschen wird hinter Finanzielle Interessen gestellt.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088131485318688768,"@greenpeace_de Ich finde, die Schüler/innen sollten demonstrieren dürfen, weil sie da viel mitnehmen und Demokratie lernen und weil es um ihre Zukunft geht. Endlich haben sie kapiert, dass sie sie selber in die Hand nehmen müssen.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088017468210188288,"@greenpeace_de Die Stadt Heidelberg hat es vielleicht verstanden! Sollten die Schüler für mehr Umweltschutz demonstrieren, so sollte man sie gewähren lassen. Demonstrieren sie allerdings für mehr Klimaschutz sind sie in der Schule im Physikunterricht tatsächlich wesentlich besser aufgehoben!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088060995749244928,"@greenpeace_de @InfoEndCoal Was ist die Begründung?","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088150557490143232,"@MariaMenrup @KuanQia @greenpeace_de Wenn es die Schülerinnen(mwd) schaffen, zusammenzuhalten, können sie den Unterricht zur Demo machen. Inhaltlich, fachlich, mit vielen Bezügen. In allen Fächern.
    Dazu müssen sich aber ein paar spezialisieren. Sachlich, trocken, penetrant.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088166975161942016,"@greenpeace_de geht gar nicht. Gelebte Demokratie ist 1 wichtiger Bildungsinhalt, sich f gesellschaftliche Belange zu engagieren gehört sich f mündige Bürger... Schulleitungen sollten m ihren Schülern diskutieren, abstimmen, Plakate malen und gegen #ClimateChange #Kohlekommission demonstrieren. https://t.co/2aFCI9nOVU","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088027055529312256,"@AndHecker @greenpeace_de <U+0001F602><U+0001F44D><U+0001F3FB>","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088065949603901440,"@greenpeace_de Wenn wir Erwachsenen nicht mehr wissen wie wir mit den Kindern klar kommen sollen... dann gibt es Pflichten und Verbote ... ich finde es wichtig das die Kids von heute Verantwortung für sich und die Umwelt übernehmen und dazu gehört auch das Recht auf freie Meinungsäußerung... <U+0001F44D><U+0001F3FB>","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088120615624761344,"@TrickiTrick @greenpeace_de Jedes Gaskochfeld hat mehr Stickoxyde als n Diesel.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088084018283704320,"@greenpeace_de Das ist ja wohl das dümmste demoverbot. Kinder für den Klimaschutz ist doch ne tolle Sache aber die schneiden sich damit nur ins eigene Fleisch.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088018036039340032,"@greenpeace_de Streikrecht durchsetzen und Punkt. Manchmal muß man tun, was man tun muß! #ClimateJustice","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088107094706921472,"@greenpeace_de Eine Schande!!!! Wenn Lehrer streiken und Unterricht ausfällt, dann ist das normal, aber wenn Schüler für ihre Zukunft was machen wollen, ist das schlimm??? Einen besseren Unterricht kann es gar nicht geben, wie gemeinsam für eine Sache einzustehen!!!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088019878274088960,"@greenpeace_de Die Umweltbewegung der Jugend soll gleich im Keim erstickt werden. Unter dem Deckmantel der Schulpflicht will man kreatives Umweltdenken terminieren obgleich pro Jahr viele Stunden wegen Lehrermangel ausfallen. Dagegen spricht sich dann niemand aus!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088151683484602368,"@greenpeace_de Sie werden das ja auch kaum erlauben können, oder?!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088151805811400704,"@greenpeace_de Ich hoffe, die Kids lassen sich nicht abhalten...","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088020512637370368,"@greenpeace_de Natürlich darf man die Schulpflicht nicht verletzen, zumal die Stadt bzw die Schule haftet wenn den Jugendlichen etwas passiert..Warum machen die Schüler es nicht nach der Schule, also in ihrer Freizeit. Oder ist es ihnen dann nicht so wichtig mehr? Ich glaube und hoffe es nicht.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088059116218695680,"@greenpeace_de Wenn die Regierung billigend in Kauf die Gesundheitsschädigung tausender Menschen wegen schlechter Luft in Kauf nimmt ist dass OK, aber wenn Schüler was dagegen haben dann sollen sie bestraft werden? Wo Leben wir denn. Dass ist wirklich traurig. Ich bewundere den Mut und  Engage","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088301001998766080,"@greenpeace_de Verbieten??? Wie denn? Hin gehen alle!!!! Es geht um unsere Heimat. Wofür lernen wenn es keine Zukunft gibt!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088875390326788096,"@greenpeace_de Ich findedas Verbot OK. Wenn man demonstrien möchte kann man das auch außerhalb der Schule machen finde ich.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088383737480515584,"@greenpeace_de Wenn den Schülern der Protest verboten wird , sollten die Schüler das als Aufruf zum weiter machen sehen!","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088149884035911680,"@1Brausi @KuanQia @greenpeace_de Kinder sind keine Arbeiter und eine Arbeitsniederlegung um Streiken zu gehen ist komplett bescheuert. Kinder haben Schulpflicht. Sie schaden sich damit nur selber. Es fällt schon genug Unterricht aus. Und das die Kinder lieber durch die city latschen als Algebra zu machen is klar","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088168941732749312,"@greenpeace_de Aber das braune darf auf die Gass. <U+0001F4A9><U+0001F922><U+0001F92E>","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088230014921912320,"@greenpeace_de @RadwegH Klimawandel gab es schon immer","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088151820256636928,"@greenpeace_de Schulpflicht ist eh nur ein Indoktrinationswerkzeug der herschenden Klassen, also drauf geschissen.","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
"1088016493567266816",1088033516976291840,"@greenpeace_de Wenn die Demo Samstag wäre, wie viele Schüler kommen dann?","Schüler wollen für ihre Zukunft demonstrieren. Stadt Heidelberg verbietet die Proteste für Klimaschutz. Was denkt ihr darüber? <U+0001F447> Schreibt uns Kommentare <U+0001F447> #FridaysForFuture https://t.co/JW7yuMUCIn","Motivational","Euphorie"
